"","id","user_id","text"
"1202","73350","3335","Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
"1203","70963","7500","Its not the same here. Still looking for a job. How much do Ta's earn there."
"1204","75524","2467","Kate jackson rec center before 7ish, right?"
"1205","55808","8172","U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
"1206","76445","9938","So u gonna get deus ex?"
"1207","58566","1495","meet you in corporation st outside gap … you can see how my mind is working!"
"1208","32436","7972","What Today-sunday..sunday is holiday..so no work.."
"1209","62976","0418","You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for"
"1210","63360","3563","We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! "
"1211","76641","2048","I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book"
"1212","83682","6711","So that takes away some money worries"
"1213","93650","6235","Great. So should i send you my account number."
"1214","65340","6521","Up to ü... Ü wan come then come lor... But i din c any stripes skirt..."
"1215","21089","6931","Sorry, I'll call later"
"1216","63288","2156","Crazy ar he's married. Ü like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go."
"1217","68159","4318","No messages on her phone. I'm holding it now"
"1218","17556","0391","Don know..wait i will check it."
"1219","17469","7967","Yeah no probs - last night is obviously catching up with you... Speak soon "
"1220","12908","7319","Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging "
"1221","75337","3466","The greatest test of courage on earth is to bear defeat without losing heart....gn tc"
"1222","60579","5871","I'm in a movie. Call me 4 wat?"
"1223","97839","6812","Wife.how she knew the time of murder exactly"
"1224","18622","0252","Any pain on urination any thing else?"
"1225","43800","4855","Lol I would but despite these cramps I like being a girl."
"1226","24185","3329","Sorry, I'll call later"
"1227","14580","8030","Dare i ask... Any luck with sorting out the car?"
"1228","07288","6007","Captain is in our room:)"
"1229","25662","8399","2 celebrate my bday, y else?"
"1230","19615","4766","Ok lor. Msg me b4 u call."
"1231","85922","1324","U repeat e instructions again. Wat's e road name of ur house?"
"1232","97212","0113","Anytime lor..."
"1233","51663","1715","I think just yourself …Thanks and see you tomo"
"1234","65841","7831","Is there any movie theatre i can go to and watch unlimited movies and just pay once?"
"1235","02510","5171","But pls dont play in others life."
"1236","70696","8599","Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
"1237","05694","7500","Where r e meeting tmr?"
"1238","34407","4882","Thats cool princess! I will cover your face in hot sticky cum :)"
"1239","69823","0212","1's finish meeting call me."
"1240","30452","7906","Do u still have plumbers tape and a wrench we could borrow?"
"1241","47947","1931","Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out"
"1242","43373","1931","Oh ok i didnt know what you meant. Yep i am baby jontin"
"1243","08230","0578","The new deus ex game comin early next yr"
"1244","68038","6412","HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX"
"1245","41265","4519","Wewa is 130. Iriver 255. All 128 mb."
"1246","23030","8577","Hope you are having a good week. Just checking in"
"1247","02145","7316","R u over scratching it?"
"1248","28134","6271","Nope. Since ayo travelled, he has forgotten his guy"
"1249","27841","5516","No worries, hope photo shoot went well. have a spiffing fun at workage. "
"1250","68309","5833","It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one."
"1251","64372","6903","I'm ok. Will do my part tomorrow"
"1252","11227","4103","Life style garments account no please."
"1253","53900","9537","You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day."
"1254","49638","0585","I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
"1255","12090","0470","Need a coffee run tomo?Can't believe it's that time of week already"
"1256","15341","3542","Yeah, we can probably swing by once my roommate finishes up with his girl"
"1257","27827","4786","I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that"
"1258","75947","5516","Sorry pa, i dont knw who ru pa?"
"1259","29580","8066","Ok i am on the way to railway"
"1260","22947","5113","Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work."
"1261","26161","7450","Carlos says we can pick up from him later so yeah we're set"
"1262","22661","7460","Great! I shoot big loads so get ready!"
"1263","50301","9489","What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not"
"1264","59394","8350","Sorry,in meeting I'll call later"
"1265","63692","8777","Yo chad which gymnastics class do you wanna take? The site says Christians class is full.."
"1266","85393","8074","The hair cream has not been shipped."
"1267","27188","5913","Yup... How ü noe leh..."
"1268","31655","3956","Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
"1269","28715","7893","""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"""
"1270","60733","3542","""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x."""
"1271","02846","2624","Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
"1272","50205","0578","U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
"1273","22199","6195","Yeah probably, I still gotta check out with leo"
"1274","87748","9088","When should I come over?"
"1275","76671","6648","Nah, Wednesday. When should I bring the mini cheetos bag over?"
"1276","24168","1285","Long beach lor. Expected... U having dinner now?"
"1277","38358","0212","And maybe some pressies"
"1278","41049","1988","Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2"
"1279","83468","5806","The last thing i ever wanted to do was hurt you. And i didn't think it would have. You'd laugh, be embarassed, delete the tag and keep going. But as far as i knew, it wasn't even up. The fact that you even felt like i would do it to hurt you shows you really don't know me at all. It was messy wednesday, but it wasn't bad. The problem i have with it is you HAVE the time to clean it, but you choose not to. You skype, you take pictures, you sleep, you want to go out. I don't mind a few things here and there, but when you don't make the bed, when you throw laundry on top of it, when i can't have a friend in the house because i'm embarassed that there's underwear and bras strewn on the bed, pillows on the floor, that's something else. You used to be good about at least making the bed."
"1280","42037","6107","You are not bothering me but you have to trust my answers. Pls."
"1281","53673","3293","Are you coming to day for class."
"1282","47986","8030","If you r @ home then come down within 5 min"
"1283","37676","9423","I sent them. Do you like?"
"1284","89509","3612","Actually i'm waiting for 2 weeks when they start putting ad."
"1285","88279","1935","So when do you wanna gym?"
"1286","48404","4561","Or maybe my fat fingers just press all these buttons and it doesn't know what to do."
"1287","36808","1284","Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay"
"1288","33401","4795","K, wat s tht incident?"
"1289","61112","3438","And now electricity just went out fml."
"1290","29753","0479","Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
"1291","12266","2459","Captain vijaykanth is doing comedy in captain tv..he is drunken :)"
"1292","11284","4256","Hahaha..use your brain dear"
"1293","44968","8350","Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
"1294","67762","9635","In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ"
"1295","42597","2616","Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go."
"1296","31842","9277","Welp apparently he retired"
"1297","39264","0012","Enjoy urself tmr..."
"1298","44227","5341","Now get step 2 outta the way. Congrats again."
"1299","59123","1715","Goodmorning, Today i am late for  &lt;"
"1300","06294","4965","Do you like Italian food?"
"1301","95173","2488","Me not waking up until 4 in the afternoon, sup"
"1302","39702","1459","Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
"1303","76686","9938","Convey my regards to him"
"1304","84604","6235","Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am"
"1305","63671","6736","I havent add ü yet right.. "
"1306","12635","2894","One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8"
"1307","06338","2551","Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/"
"1308","68163","6238","Nothing. Can..."
"1309","22562","8172","Oh all have to come ah?"
"1310","81520","3063","Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real."
"1311","49715","3538","Yun buying... But school got offer 2000 plus only..."
"1312","79825","1931","Playin space poker, u?"
"1313","28039","3293","Cheers for the card ... Is it that time of year already?"
"1314","03014","3326","Aight I'll grab something to eat too, text me when you're back at mu"
"1315","84444","0418","Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?"
"1316","21458","3956","That's cause your old. I live to be high."
"1317","90983","3590","But am going to college pa. What to do. are else ill come there it self. Pa."
"1318","08167","7329","Sorry, I'll call later in meeting"
"1319","83477","6931","Ok both our days. So what are you making for dinner tonite? Am I invited?"
"1320","45648","0105","How are you with moneY...as in to you...money aint a thing....how are you sha!"
"1321","56035","5520","ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*"
"1322","97242","1593","HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH."
"1323","95336","1835","No but the bluray player can"
"1324","69043","5816","I'll see if I can swing by in a bit, got some things to take care of here firsg"
"1325","72113","4645","Realy sorry-i don't recognise this number and am now confused :) who r u please?! "
"1326","86999","0145","Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
"1327","73600","2459","Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat..."
"1328","91569","2367","Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
"1329","64172","2691","Yeah, where's your class at?"
"1330","03467","4388","Esplanade lor. Where else..."
"1331","46934","7554","I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me..."
"1332","85825","3217","There's someone here that has a year  &lt;"
"1333","71969","8074","Except theres a chick with huge boobs."
"1334","99591","1468","Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
"1335","28071","8798","My sister got placed in birla soft da:-)"
"1336","32221","9903","I reach home safe n sound liao..."
"1337","27652","8487","You are right. Meanwhile how's project twins comin up"
"1338","83955","8575","WOT STUDENT DISCOUNT CAN U GET ON BOOKS?"
"1339","38484","0470","Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside."
"1340","85382","8776","Yup but it's not giving me problems now so mayb i'll jus leave it..."
"1341","25645","7581","I am in bus on the way to calicut"
"1342","01972","3631","Nothing really, just making sure everybody's up to speed"
"1343","14165","3920","I notice you like looking in the shit mirror youre turning into a right freak"
"1344","70626","4985","I'm in a meeting, call me later at"
"1345","63101","1675","Oic... I saw him too but i tot he din c me... I found a group liao..."
"1346","61429","8515","Go where n buy? Juz buy when we get there lar."
"1347","18437","4558","K..k...from tomorrow onwards started ah?"
"1348","03908","8859","I will once i get home"
"1349","06288","1468","Wife.how she knew the time of murder exactly"
"1350","61640","0805","Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now."
"1351","89686","3342","No. I dont want to hear anything"
"1352","96711","8169","We not leaving yet. Ok lor then we go elsewhere n eat. U thk..."
"1353","57643","6596","10 min later k..."
"1354","10109","4435","Mm you ask him to come its enough :-)"
"1355","22100","0585","Well then you have a great weekend!"
"1356","66935","9271","Hmmm.still we dont have opener?"
"1357","82344","3051","House-Maid is the murderer, coz the man was murdered on  &lt;"
"1358","10215","4889","Are you sure you don't mean ""get here, we made you hold all the weed"""
"1359","79468","2659","No..few hours before.went to hair cut ."
"1360","91829","7317","Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?"
"1361","89632","7831","HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN"
"1362","96621","5237","You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;"
"1363","12953","5138","Nope thats fine. I might have a nap tho! "
"1364","56837","8776","I will come to ur home now"
"1365","81678","7779","That seems unnecessarily hostile"
"1366","52844","6557","Did u got that persons story"
"1367","31121","0526","Why did I wake up on my own &gt;:("
"1368","12477","5116","Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
"1369","92295","1640","Oh k. . I will come tomorrow"
"1370","09894","2383","Not yet chikku..wat abt u?"
"1371","97109","2366","Have you finished work yet? :)"
"1372","40542","6736","Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?"
"1373","57153","7465","Hm good morning, headache anyone? :-)"
"1374","81241","8066","""The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!"", Gud night...."
"1375","72291","5264","A gram usually runs like  &lt;"
"1376","81947","7485","PICK UR FONE UP NOW U DUMB?"
"1377","30660","2271","Do you work all this week ?"
"1378","51437","3344","I dont know ask to my brother. Nothing problem some thing that. Just i told ."
"1379","11411","2805","""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st..."
"1380","26661","8515","Hi, Mobile no.  &lt;"
"1381","10680","9412","I dunno lei... Like dun haf..."
"1382","29489","2512","Damn, can you make it tonight or do you want to just wait til tomorrow"
"1383","24782","5237","Or better still can you catch her and let ask her if she can sell  &lt;"
"1384","26303","5850","Have you started in skye"
"1385","22508","2027","Sorry man, my stash ran dry last night and I can't pick up more until sunday"
"1386","11440","0698","Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
"1387","85469","4305","I anything lor..."
"1388","11317","3984","Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today."
"1389","82369","3335","Yay! You better not have told that to 5 other girls either."
"1390","12258","9827","Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life"
"1391","45424","0391","Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx"
"1392","67025","0581","You said to me before i went back to bed that you can't sleep for anything."
"1393","93561","7748","Kallis wont bat in 2nd innings."
"1394","57512","5486","Sir send to group mail check it."
"1395","71027","8704","Exactly. Anyways how far. Is jide her to study or just visiting"
"1396","05384","5730","Okie"
"1397","10479","8211","Sorry, I'll call later"
"1398","45365","4220","Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*"
"1399","89886","7978","K actually can you guys meet me at the sunoco on howard? It should be right on the way"
"1400","15257","9870","Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
"1401","15465","8772","You are gorgeous! keep those pix cumming :) thank you!"
"1402","83055","5520","""I;m reaching in another 2 stops."""
"1403","32802","2970","My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone"""
"1404","72702","3494","U still havent got urself a jacket ah?"
"1405","19750","9365","Yup i've finished c ü there..."
"1406","34743","1988","Oh yeah clearly it's my fault"
"1407","02276","4519","Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
"1408","93812","3584","No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second"
"1409","10741","8625","No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
"1410","09152","8247","Why didn't u call on your lunch?"
"1411","14124","6441","Carlos'll be here in a minute if you still need to buy"
"1412","59851","6863","What's up bruv, hope you had a great break. Do have a rewarding semester."
"1413","52967","9424","I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free"
"1414","80281","0764","Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. "
"1415","98864","4269","Package all your programs well"
"1416","78467","3578","Haha get used to driving to usf man, I know a lot of stoners"
"1417","12797","3609","I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly."
"1418","00086","4869","I've got  &lt;"
"1419","22388","7607","She's borderline but yeah whatever."
"1420","83446","7048","Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:"
"1421","15479","5579","Just come home. I don't want u to be miserable"
"1422","35878","1917","Okie"
"1423","19505","8814","Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
"1424","51008","0195","Hi ....My engagement has been fixd on  &lt;"
"1425","04121","8387","Well i will watch shrek in 3D!!B)"
"1426","55789","8297","We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days."
"1427","46387","0224","We will meet soon princess! Ttyl!"
"1428","36630","2691","Excellent! Are you ready to moan and scream in ecstasy?"
"1429","24406","7967","Apart from the one i told you about yesterday?"
"1430","89179","2304","Not from this campus. Are you in the library?"
"1431","23973","9590","(You didn't hear it from me)"
"1432","11882","5131","What you thinked about me. First time you saw me in class."
"1433","66694","9250","That's fine, I'll bitch at you about it later then"
"1434","94761","7783","I am taking you for italian food. How about a pretty dress with no panties? :)"
"1435","79412","5515","Call me when u finish then i come n pick u."
"1436","37757","6165","Sorry, I'll call later"
"1437","26389","1333","Good Morning plz call me sir"
"1438","03894","8322","Its sunny in california. The weather's just cool"
"1439","56930","6235","Watching tv now. I got new job :)"
"1440","82001","2061","Thanx 4 e brownie it's v nice..."
"1441","18295","9512","Ok... Thanx... Gd nite 2 ü too..."
"1442","76030","7909","You didnt complete your gist oh."
"1443","60746","8764","I was slept that time.you there?"
"1444","73963","8211","Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends"
"1445","10245","3179","As usual u can call me ard 10 smth."
"1446","90468","3542","Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?"
"1447","76077","1495","Id have to check but there's only like 1 bowls worth left"
"1448","33795","3022","I might go 2 sch. Yar at e salon now v boring."
"1449","58517","6149","Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng."
"1450","95116","7036","She was supposed to be but couldn't make it, she's still in town though"
"1451","40609","9742","if you text on your way to cup stop that should work. And that should be BUS"
"1452","26832","0640","Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply.."
"1453","30024","3359","Gr8. So how do you handle the victoria island traffic. Plus when's the album due"
"1454","57457","5486","Arun can u transfr me d amt"
"1455","51758","3522","Mm i am on the way to railway"
"1456","78590","6749","Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think."
"1457","85656","9338","Babe, I'm back ... Come back to me ..."
"1458","02708","9424","He's just gonna worry for nothing. And he won't give you money its no use."
"1459","12269","9008","That's y u haf 2 keep me busy..."
"1460","32976","5806","Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? "
"1461","87753","1284","Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon..."
"1462","70419","5227","Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning"
"1463","16205","9489","Ew are you one of them?"
"1464","41597","6165","Thats cool. i liked your photos. You are very sexy!"
"1465","74631","1685","Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt..."
"1466","63693","1324","Dude ive been seeing a lotta corvettes lately"
"1467","82217","4473","Hi its in durban are you still on this number"
"1468","97502","6547","I thk 530 lor. But dunno can get tickets a not. Wat u doing now?"
"1469","62650","8764","Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor."
"1470","64085","4855","Sorry, I'll call later"
"1471","14683","4786","Rofl. Its true to its name"
"1472","65477","6165","Eh ur laptop got no stock lei... He say mon muz come again to take a look c got a not..."
"1473","77566","2488","Thanks, I'll keep that in mind"
"1474","75340","7909","K, I'll work something out"
"1475","90470","8605","Hey what are you doing. Y no reply pa.."
"1476","37974","8704","The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
"1477","35177","5214","Did u got that persons story"
"1478","14931","3843","Sir, I need Velusamy sir's date of birth and company bank facilities details."
"1479","73469","2665","Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
"1480","36732","3448","I only work from mon to thurs but Sat i cant leh... Booked liao... Which other day u free?"
"1481","81411","9903","Since when, which side, any fever, any vomitin."
"1482","75596","9489","I hope your pee burns tonite."
"1483","25363","4103","Is ur paper in e morn or aft tmr?"
"1484","08934","5520","You got called a tool?"
"1485","81227","4795","Yup. Anything lor, if u dun wan it's ok..."
"1486","36097","6238","Ok. But i finish at 6."
"1487","86355","1187","Aight no rush, I'll ask jay"
"1488","42179","1932","Webpage s not available!"
"1489","66382","7461","Dont gimme that lip caveboy"
"1490","95355","0783","Pls accept me for one day. Or am begging you change the number."
"1491","11768","0373","Hello hun how ru? Its here by the way. Im good. Been on 2 dates with that guy i met in walkabout so far. We have to meet up soon. Hows everyone else?"
"1492","81958","2061","Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night."
"1493","07600","6007","Yup"
"1494","87117","1825","Hi..i got the money da:)"
"1495","02150","8593","I‘ll leave around four, ok?"
"1496","25787","1647","So i asked how's anthony. Dad. And your bf"
"1497","11861","1260","Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it...."
"1498","01768","0553","Pick you up bout 7.30ish? What time are  and that going?"
"1499","80152","3179","Why tired what special there you had"
"1500","96448","6871","Thinkin about someone is all good. No drugs for that"
"1501","76900","6099","Haha... Hope ü can hear the receipt sound... Gd luck!"
"1502","66863","4552","Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly.."
"1503","94859","9970","Well I wasn't available as I washob nobbing with last night so they had to ask Nickey Platt instead of me!;"
"1504","93074","5114","Ok Chinese food on its way. When I get fat you're paying for my lipo."
"1505","47515","5237","I don't think he has spatula hands!"
"1506","28624","9406","Sending you greetings of joy and happiness. Do have a gr8 evening"
"1507","51137","9590","Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;"
"1508","34636","5516","Just finished eating. Got u a plate. NOT leftovers this time."
"1509","86749","4611","Yeah that's the impression I got"
"1510","78608","8776","Send me the new number"
"1511","68799","5131","Probably not, I'm almost out of gas and I get some cash tomorrow"
"1512","83909","8684","Reverse is cheating. That is not mathematics."
"1513","98354","7967","From tomorrow onwards eve 6 to 3 work."
"1514","45749","5883","Miss ya, need ya, want ya, love ya."
"1515","98647","9412","Ok. I asked for money how far"
"1516","72342","9166","Hi. I'm always online on yahoo and would like to chat with you someday"
"1517","34869","5328","You need to get up. Now."
"1518","70630","5345","R we going with the  &lt;"
"1519","22825","8684","Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
"1520","43773","5040","Y bishan lei... I tot ü say lavender? "
"1521","68320","6711","Did u receive my msg?"
"1522","41482","1617","I don't know but I'm raping dudes at poker"
"1523","12006","2665","Yes :)it completely in out of form:)clark also utter waste."
"1524","61598","8754","Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?"
"1525","30573","7444","Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com"
"1526","04873","0575","If e timing can, then i go w u lor..."
"1527","22445","8909","Noice. Text me when you're here"
"1528","41047","6865","Nope. I just forgot. Will show next week"
"1529","38368","5579","Good morning. At the repair shop--the ONLY reason i'm up at this hour."
"1530","16211","4180","Doing my masters. When will you buy a bb cos i have for sale and how's bf"
"1531","72406","7978","Was actually about to send you a reminder today. Have a wonderful weekend"
"1532","33632","4965","Yeah, give me a call if you've got a minute"
"1533","50186","3843","God bless.get good sleep my dear...i will pray!"
"1534","90678","0030","If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)"
"1535","53522","2894","You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs"
"1536","16936","9947","Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
"1537","04316","4574","I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;"
"1538","23838","8755","No problem. Talk to you later"
"1539","27404","4085","It'll be tough, but I'll do what I have to"
"1540","27231","7500","Have a nice day my dear."
"1541","75252","0955","1's reach home call me."
"1542","58839","4766","Do you know when the result."
"1543","20101","2284","Haha awesome, omw back now then"
"1544","81110","2044","Sorry de i went to shop."
"1545","98995","7893","It's ok, at least armand's still around"
"1546","81505","4070","Looks like you found something to do other than smoke, great job!"
"1547","69320","8776","That's good, because I need drugs"
"1548","31020","0526","Now am free call me pa."
"1549","44061","4675","Jus finish my lunch on my way home lor... I tot u dun wan 2 stay in sch today..."
"1550","79223","5685","I think steyn surely get one wicket:)"
"1551","38411","2894","Please tell me not all of my car keys are in your purse"
"1552","89164","0604","Ha ha ha good joke. Girls are situation seekers."
"1553","95013","2058","Ok i am on the way to home hi hi"
"1554","85433","7283","&lt;"
"1555","45671","9742","Small problem in auction:)punj now asking tiwary"
"1556","11895","6948","Can ü call me at 10:10 to make sure dat i've woken up..."
"1557","66797","5850","Is xy going 4 e lunch?"
"1558","52304","8706","Dear, will call Tmorrow.pls accomodate."
"1559","68641","6648","Went fast asleep dear.take care."
"1560","18635","7316","Host-based IDPS for linux systems."
"1561","88437","2383","Re your call; You didn't see my facebook huh?"
"1562","11082","5651","Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
"1563","34309","3342","He's in lag. That's just the sad part but we keep in touch thanks to skype"
"1564","82863","3956","K. I will sent it again"
"1565","08522","6316","R u in this continent?"
"1566","67304","4152","Have you emigrated or something? Ok maybe 5.30 was a bit hopeful..."
"1567","18919","7931","Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8"
"1568","17352","2309","Hmm thinking lor..."
"1569","30315","0526","Hanging out with my brother and his family"
"1570","29746","0272","Yar but they say got some error."
"1571","87822","8196","Do you mind if I ask what happened? You dont have to say if it is uncomfortable."
"1572","03514","0553","""Life is nothing wen v get everything"". But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng"
"1573","83812","3631","Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo"
